gene,category,ensemblGeneId,classification
AC004585.1,1,ENSG00000266088,lncRNA
AC004585.2,1,ENSG00000279775,TEC
AC004590.1,1,ENSG00000251239,lncRNA
AC004593.2,1,ENSG00000285081,lncRNA
AC004596.1,1,ENSG00000267394,lncRNA
AC004593.1,1,ENSG00000235669,lncRNA
AC004597.1,2,ENSG00000268673,lncRNA
AC004594.1,1,ENSG00000240499,lncRNA
AC004664.1,2,unidentified,unidentified
AC004623.1,1,ENSG00000279488,TEC
AC004637.1,1,ENSG00000267304,lncRNA
AC004672.2,1,ENSG00000267285,lncRNA
AC004672.1,1,ENSG00000249028,lncRNA
AC004674.2,2,ENSG00000235592,unprocessed_pseudogene
AC004674.1,2,ENSG00000231216,lncRNA
AC004678.2,1,ENSG00000279653,TEC
AC004678.1,1,ENSG00000275468,processed_pseudogene
AC004687.1,1,ENSG00000265206,lncRNA
AC004687.2,1,ENSG00000285897,protein_coding
AC004690.1,2,ENSG00000225583,processed_pseudogene
AC004690.2,2,ENSG00000241345,lncRNA
AC004691.2,1,ENSG00000250424,protein_coding
AC004687.3,1,ENSG00000286788,lncRNA
AC004691.1,1,ENSG00000229263,lncRNA
AC004692.1,2,ENSG00000213717,processed_pseudogene
AC004696.1,2,ENSG00000276578,unprocessed_pseudogene
AC004696.2,2,ENSG00000279405,TEC
AC004702.1,1,ENSG00000263494,lncRNA
AC004692.2,1,ENSG00000228680,lncRNA
AC004704.1,1,ENSG00000249815,lncRNA
AC004706.1,1,ENSG00000261996,lncRNA
AC004706.2,2,ENSG00000262990,processed_pseudogene
AC004707.2,1,unidentified,unidentified
AC004706.3,1,ENSG00000282936,protein_coding
AC004765.1,1,ENSG00000285704,lncRNA
AC004707.1,2,ENSG00000253102,lncRNA
AC004771.3,2,ENSG00000262227,lncRNA
AC004771.1,1,ENSG00000227495,lncRNA
AC004771.2,1,ENSG00000234203,lncRNA
AC004774.1,2,unidentified,unidentified
AC004774.2,3,unidentified,unidentified
AC004774.3,2,unidentified,unidentified
AC004771.4,1,ENSG00000262429,lncRNA
AC004788.1,2,unidentified,unidentified
AC004777.1,2,ENSG00000279370,TEC
AC004775.1,2,ENSG00000272203,lncRNA
AC004790.1,2,ENSG00000277766,unprocessed_pseudogene
AC004790.2,2,ENSG00000280412,TEC
AC004792.1,2,ENSG00000274777,misc_RNA
AC004784.1,1,ENSG00000282943,lncRNA
AC004801.1,1,ENSG00000226138,processed_pseudogene
AC004801.3,2,ENSG00000257955,lncRNA
AC004801.5,2,ENSG00000258203,lncRNA
AC004797.1,1,ENSG00000177369,lncRNA
AC004801.2,1,ENSG00000240399,transcribed_processed_pseudogene
AC004801.6,1,unidentified,unidentified
AC004801.4,1,ENSG00000257985,lncRNA
AC004803.1,1,ENSG00000250132,lncRNA
AC004805.1,1,ENSG00000266076,protein_coding
AC004805.2,1,ENSG00000270870,processed_pseudogene
AC004805.3,1,ENSG00000271587,processed_pseudogene
AC004801.7,1,ENSG00000279840,TEC
AC004815.1,1,unidentified,unidentified
AC004808.2,1,ENSG00000281008,TEC
AC004808.1,1,ENSG00000280958,TEC
AC004812.2,1,ENSG00000277283,lncRNA
AC004812.1,2,ENSG00000255575,processed_pseudogene
AC004816.2,1,ENSG00000275630,lncRNA
AC004817.1,1,ENSG00000258517,lncRNA
AC004816.1,1,ENSG00000259153,lncRNA
AC004817.2,2,ENSG00000259907,lncRNA
AC004817.5,1,ENSG00000286423,lncRNA
AC004817.3,1,ENSG00000269927,lncRNA
AC004825.1,2,ENSG00000258431,processed_pseudogene
AC004825.2,1,ENSG00000274818,lncRNA
AC004817.4,1,ENSG00000269945,lncRNA
AC004825.3,1,ENSG00000287643,lncRNA
AC004828.1,2,ENSG00000258871,lncRNA
AC004830.2,2,unidentified,unidentified
AC004830.1,2,ENSG00000228204,lncRNA
AC004832.2,2,ENSG00000230137,processed_pseudogene
AC004828.2,1,ENSG00000286333,lncRNA
AC004832.4,1,ENSG00000272689,lncRNA
AC004832.1,1,ENSG00000181123,lncRNA
AC004832.3,2,ENSG00000249590,protein_coding
AC004832.5,1,ENSG00000273350,lncRNA
AC004832.6,2,ENSG00000273428,lncRNA
AC004835.2,2,ENSG00000270625,processed_pseudogene
AC004834.1,1,ENSG00000284523,lncRNA
AC004836.1,2,ENSG00000280439,TEC
AC004837.1,1,ENSG00000106540,processed_pseudogene
AC004837.2,1,ENSG00000228554,lncRNA
AC004835.1,1,ENSG00000230392,lncRNA
AC004839.2,1,unidentified,unidentified
AC004839.1,2,ENSG00000272854,lncRNA
AC004837.3,2,ENSG00000231951,lncRNA
AC004837.4,1,ENSG00000287584,lncRNA
AC004840.1,2,ENSG00000230914,transcribed_unitary_pseudogene
AC004840.2,2,ENSG00000271163,processed_pseudogene
AC004846.1,1,ENSG00000258376,lncRNA
AC004846.2,1,ENSG00000258944,lncRNA
AC004847.1,1,ENSG00000260997,lncRNA
AC004849.1,2,unidentified,unidentified
AC004852.1,3,ENSG00000271526,processed_pseudogene
AC004852.2,2,ENSG00000278254,lncRNA
AC004852.3,2,ENSG00000278446,processed_pseudogene
AC004854.1,1,ENSG00000230160,processed_pseudogene
AC004854.2,1,ENSG00000272768,lncRNA
AC004858.1,1,ENSG00000259109,processed_pseudogene
AC004863.1,1,ENSG00000286407,lncRNA
AC004865.1,1,ENSG00000236274,processed_pseudogene
AC004865.2,1,ENSG00000239636,lncRNA
AC004862.1,1,ENSG00000232667,lncRNA
AC004866.1,3,ENSG00000223514,processed_pseudogene
AC004866.2,2,ENSG00000224134,unprocessed_pseudogene
AC004869.1,2,ENSG00000230680,lncRNA
AC004869.2,2,ENSG00000240355,lncRNA
AC004870.2,1,ENSG00000223829,lncRNA
AC004870.1,2,ENSG00000214754,processed_pseudogene
AC004870.3,2,ENSG00000229192,lncRNA
AC004870.4,2,ENSG00000232072,lncRNA
AC004875.1,1,ENSG00000227743,lncRNA
AC004879.2,2,unidentified,unidentified
AC004877.2,1,ENSG00000280149,TEC
AC004882.2,2,unidentified,unidentified
AC004882.1,2,ENSG00000232396,lncRNA
AC004877.1,1,ENSG00000273419,lncRNA
AC004879.1,2,ENSG00000286639,lncRNA
AC004882.4,1,unidentified,unidentified
AC004882.3,2,ENSG00000287967,lncRNA
AC004884.1,1,ENSG00000213361,processed_pseudogene
AC004888.1,1,ENSG00000231295,lncRNA
AC004884.2,1,ENSG00000242154,lncRNA
AC004890.1,1,ENSG00000239719,processed_pseudogene
AC004890.2,1,ENSG00000244560,transcribed_unprocessed_pseudogene
AC004893.2,1,ENSG00000284840,transcribed_unprocessed_pseudogene
AC004895.1,1,ENSG00000231704,lncRNA
AC004898.1,1,ENSG00000236018,processed_pseudogene
AC004890.3,1,ENSG00000271664,unprocessed_pseudogene
AC004899.1,2,ENSG00000225705,processed_pseudogene
AC004899.2,2,ENSG00000279578,TEC
AC004900.1,1,ENSG00000285518,lncRNA
AC004908.2,1,ENSG00000272812,lncRNA
AC004909.1,2,unidentified,unidentified
AC004908.3,1,ENSG00000273402,lncRNA
AC004912.1,2,unidentified,unidentified
AC004910.1,1,ENSG00000228429,processed_pseudogene
AC004911.1,2,ENSG00000226592,processed_pseudogene
AC004918.5,1,unidentified,unidentified
AC004918.1,1,ENSG00000244701,lncRNA
AC004908.1,1,ENSG00000272240,lncRNA
AC004921.1,1,ENSG00000273341,lncRNA
AC004921.2,1,ENSG00000287519,lncRNA
AC004917.1,1,ENSG00000243797,lncRNA
AC004923.1,1,ENSG00000254610,transcribed_unprocessed_pseudogene
AC004922.1,1,ENSG00000284292,protein_coding
AC004923.3,2,ENSG00000255230,processed_pseudogene
AC004925.1,1,ENSG00000279419,TEC
AC004923.2,1,ENSG00000254850,processed_pseudogene
AC004920.1,2,ENSG00000236046,lncRNA
AC004936.1,2,ENSG00000287409,lncRNA
AC004923.4,1,ENSG00000255306,lncRNA
AC004938.1,2,ENSG00000225443,processed_pseudogene
AC004941.1,1,ENSG00000228151,lncRNA
AC004938.2,1,ENSG00000287574,lncRNA
AC004930.1,2,ENSG00000241324,lncRNA
AC004943.1,1,ENSG00000259209,lncRNA
AC004943.3,1,ENSG00000279206,lncRNA
AC004944.1,2,ENSG00000253510,lncRNA
AC004943.2,1,ENSG00000259768,lncRNA
AC004941.2,2,ENSG00000231397,processed_pseudogene
AC004945.1,1,ENSG00000222024,processed_pseudogene
AC004946.1,2,ENSG00000233417,lncRNA
AC004946.2,2,ENSG00000233969,lncRNA
AC004947.2,1,ENSG00000280255,TEC
AC004947.3,1,ENSG00000286507,lncRNA
AC004948.1,1,ENSG00000272745,lncRNA
AC004949.1,2,ENSG00000283117,lncRNA
AC004947.1,1,ENSG00000233760,lncRNA
AC004951.1,1,unidentified,unidentified
AC004966.1,2,unidentified,unidentified
AC004951.2,1,ENSG00000239556,transcribed_unprocessed_pseudogene
AC004951.4,1,unidentified,unidentified
AC004965.1,2,ENSG00000233683,processed_pseudogene
AC004967.2,1,ENSG00000285725,lncRNA
AC004967.1,1,ENSG00000243554,transcribed_unprocessed_pseudogene
AC004951.3,1,ENSG00000241057,transcribed_unprocessed_pseudogene
AC004972.1,1,ENSG00000279326,TEC
AC004969.1,1,ENSG00000238358,lncRNA
AC004973.1,1,ENSG00000226661,lncRNA
AC004975.1,1,ENSG00000224629,processed_pseudogene
AC004975.2,1,ENSG00000229660,lncRNA
AC004980.1,1,unidentified,unidentified
AC004974.1,1,ENSG00000285612,lncRNA
AC004980.5,2,unidentified,unidentified
AC004982.1,1,ENSG00000272732,lncRNA
AC004982.2,1,ENSG00000272894,lncRNA
AC004980.2,1,ENSG00000214243,processed_pseudogene
AC004980.3,1,ENSG00000230305,unprocessed_pseudogene
AC004986.1,1,ENSG00000227573,processed_pseudogene
AC004987.1,2,ENSG00000231198,processed_pseudogene
AC004987.2,1,ENSG00000233225,processed_pseudogene
AC004980.4,2,ENSG00000250778,unprocessed_pseudogene
AC004987.3,1,ENSG00000237251,unprocessed_pseudogene
AC004988.1,1,ENSG00000203446,lncRNA
AC005000.1,1,ENSG00000228532,processed_pseudogene
AC004997.1,1,ENSG00000248751,protein_coding
AC005000.2,2,ENSG00000270431,processed_pseudogene
AC005002.1,2,ENSG00000224314,processed_pseudogene
AC004990.1,1,ENSG00000232756,lncRNA
AC005002.2,2,ENSG00000238066,processed_pseudogene
AC005005.1,2,ENSG00000214125,processed_pseudogene
AC005005.2,2,ENSG00000235573,processed_pseudogene
AC005005.3,1,ENSG00000273387,lncRNA
AC005005.4,1,ENSG00000278920,lncRNA
AC005006.1,2,ENSG00000223831,lncRNA
AC005008.1,2,ENSG00000226671,processed_pseudogene
AC005008.2,2,ENSG00000237896,lncRNA
AC005009.1,2,ENSG00000231255,lncRNA
AC005011.1,2,ENSG00000235581,processed_pseudogene
AC005014.2,1,ENSG00000272361,lncRNA
AC005014.3,2,ENSG00000272537,lncRNA
AC005013.1,1,ENSG00000228421,lncRNA
AC005014.1,2,ENSG00000224280,processed_pseudogene
AC005014.4,1,ENSG00000287799,lncRNA
AC005019.2,2,ENSG00000224330,lncRNA
AC005020.1,1,ENSG00000224448,processed_pseudogene
AC005020.2,1,ENSG00000272647,protein_coding
AC005021.1,1,ENSG00000273138,lncRNA
AC005019.1,2,ENSG00000213875,processed_pseudogene
AC005034.2,2,ENSG00000270462,lncRNA
AC005034.3,1,ENSG00000270696,lncRNA
AC005034.4,1,ENSG00000270996,lncRNA
AC005034.1,2,ENSG00000230477,processed_pseudogene
AC005034.7,1,unidentified,unidentified
AC005034.5,1,ENSG00000271452,lncRNA
AC005037.2,1,unidentified,unidentified
AC005034.6,1,ENSG00000286045,lncRNA
AC005037.1,1,ENSG00000183308,lncRNA
AC005040.1,2,ENSG00000226905,processed_pseudogene
AC005041.1,1,ENSG00000159239,protein_coding
AC005041.2,1,ENSG00000234521,transcribed_unitary_pseudogene
AC005040.2,1,ENSG00000286218,lncRNA
AC005041.3,1,ENSG00000272183,lncRNA
AC005045.1,1,unidentified,unidentified
AC005041.5,1,ENSG00000286883,lncRNA
AC005042.1,2,ENSG00000227331,processed_pseudogene
AC005042.2,2,ENSG00000228586,lncRNA
AC005045.2,1,unidentified,unidentified
AC005046.2,1,unidentified,unidentified
AC005041.4,1,ENSG00000286623,lncRNA
AC005049.1,3,unidentified,unidentified
AC005046.1,1,ENSG00000273055,lncRNA
AC005050.1,1,ENSG00000267052,lncRNA
AC005050.2,1,ENSG00000286013,lncRNA
AC005050.3,1,ENSG00000286076,lncRNA
AC005052.1,1,ENSG00000279601,TEC
AC005052.2,1,ENSG00000286366,lncRNA
AC005064.2,2,unidentified,unidentified
AC005064.3,2,unidentified,unidentified
AC005064.1,1,ENSG00000234715,lncRNA
AC005062.1,1,ENSG00000243004,lncRNA
AC005066.1,2,ENSG00000273978,unprocessed_pseudogene
AC005070.1,1,ENSG00000270764,processed_pseudogene
AC005070.2,1,ENSG00000271482,processed_pseudogene
AC005071.2,1,unidentified,unidentified
AC005076.2,1,unidentified,unidentified
AC005071.1,2,ENSG00000287631,lncRNA
AC005072.1,1,ENSG00000272219,lncRNA
AC005076.3,1,unidentified,unidentified
AC005070.3,1,ENSG00000272918,lncRNA
AC005077.1,1,ENSG00000213549,processed_pseudogene
AC005077.2,1,ENSG00000224273,transcribed_unprocessed_pseudogene
AC005077.3,2,ENSG00000228829,transcribed_unprocessed_pseudogene
AC005077.4,1,ENSG00000230882,processed_pseudogene
AC005081.1,1,ENSG00000287815,lncRNA
AC005082.1,1,ENSG00000226816,lncRNA
AC005076.1,2,ENSG00000224046,lncRNA
AC005082.2,2,ENSG00000285926,lncRNA
AC005083.1,1,ENSG00000233834,lncRNA
AC005084.1,1,ENSG00000271330,processed_pseudogene
AC005086.1,2,ENSG00000261535,lncRNA
AC005086.3,2,unidentified,unidentified
AC005086.2,1,unidentified,unidentified
AC005086.5,2,unidentified,unidentified
AC005086.4,1,unidentified,unidentified
AC005088.1,1,ENSG00000278586,processed_pseudogene
AC005089.1,1,ENSG00000274080,lncRNA
AC005091.1,1,ENSG00000229893,lncRNA
AC005090.1,2,ENSG00000231418,lncRNA
AC005094.1,2,ENSG00000229949,processed_pseudogene
AC005096.1,1,ENSG00000259294,lncRNA
AC005099.1,1,ENSG00000226624,processed_pseudogene
AC005100.1,1,ENSG00000260951,lncRNA
AC005100.2,2,ENSG00000285960,lncRNA
AC005102.1,2,ENSG00000219039,processed_pseudogene
AC005104.1,1,ENSG00000223374,lncRNA
AC005104.2,1,ENSG00000224232,processed_pseudogene
AC005104.3,1,ENSG00000288080,lncRNA
AC005105.1,1,ENSG00000225286,processed_pseudogene
AC005144.1,2,unidentified,unidentified
AC005153.1,1,ENSG00000286658,lncRNA
AC005154.2,1,ENSG00000244480,transcribed_processed_pseudogene
AC005154.3,1,ENSG00000263683,lncRNA
AC005154.1,1,ENSG00000226874,processed_pseudogene
AC005154.4,1,ENSG00000264520,lncRNA
AC005154.5,1,ENSG00000281039,protein_coding
AC005160.1,1,ENSG00000227658,lncRNA
AC005162.1,1,ENSG00000229452,lncRNA
AC005156.1,2,ENSG00000278819,unprocessed_pseudogene
AC005162.2,1,ENSG00000233517,lncRNA
AC005165.2,2,ENSG00000239622,processed_pseudogene
AC005176.1,1,ENSG00000268153,transcribed_unprocessed_pseudogene
AC005165.3,1,ENSG00000287096,lncRNA
AC005176.2,3,ENSG00000269519,processed_pseudogene
AC005165.1,1,ENSG00000223561,lncRNA
AC005180.1,1,ENSG00000267405,lncRNA
AC005178.1,2,ENSG00000251243,processed_pseudogene
AC005181.1,2,ENSG00000271101,processed_pseudogene
AC005189.1,2,ENSG00000229497,processed_pseudogene
AC005183.1,1,ENSG00000271500,processed_pseudogene
AC005191.1,2,ENSG00000271421,processed_pseudogene
AC005197.1,1,ENSG00000269694,lncRNA
AC005180.2,1,ENSG00000267505,lncRNA
AC005185.1,2,ENSG00000270794,processed_pseudogene
AC005208.1,2,ENSG00000230258,lncRNA
AC005219.1,2,unidentified,unidentified
AC005209.1,1,ENSG00000263684,lncRNA
AC005220.1,1,ENSG00000236352,lncRNA
AC005224.1,2,ENSG00000262786,lncRNA
AC005224.2,1,ENSG00000266378,lncRNA
AC005224.3,1,ENSG00000266709,lncRNA
AC005225.1,1,ENSG00000258443,lncRNA
AC005225.2,1,ENSG00000258603,lncRNA
AC005225.3,1,ENSG00000258695,lncRNA
AC005225.4,1,ENSG00000279026,TEC
AC005229.1,2,ENSG00000213209,processed_pseudogene
AC005229.2,2,ENSG00000213210,processed_pseudogene
AC005229.3,2,ENSG00000270200,processed_pseudogene
AC005229.4,1,ENSG00000273314,lncRNA
AC005232.1,2,ENSG00000285412,lncRNA
AC005230.1,1,ENSG00000258930,transcribed_processed_pseudogene
AC005234.1,1,ENSG00000235035,lncRNA
AC005234.2,1,ENSG00000286979,lncRNA
AC005237.2,2,ENSG00000235861,processed_pseudogene
AC005244.1,1,ENSG00000263648,processed_pseudogene
AC005229.5,2,ENSG00000287636,lncRNA
AC005237.1,1,ENSG00000225521,lncRNA
AC005252.1,2,ENSG00000271184,processed_pseudogene
AC005244.2,2,ENSG00000265400,lncRNA
AC005252.4,1,ENSG00000286209,lncRNA
AC005252.2,2,ENSG00000280125,TEC
AC005252.3,2,ENSG00000280415,TEC
AC005253.1,1,ENSG00000268030,lncRNA
AC005253.2,1,ENSG00000268983,lncRNA
AC005255.1,1,ENSG00000127530,protein_coding
AC005256.1,2,ENSG00000267073,lncRNA
AC005258.2,2,ENSG00000286880,lncRNA
AC005258.1,2,ENSG00000273734,protein_coding
AC005261.1,1,ENSG00000131845,protein_coding
AC005261.2,1,ENSG00000268205,lncRNA
AC005261.3,1,ENSG00000268678,lncRNA
AC005261.4,2,ENSG00000268713,lncRNA
AC005261.5,1,ENSG00000268723,processed_pseudogene
AC005262.1,2,ENSG00000266944,processed_pseudogene
AC005262.2,1,ENSG00000267139,lncRNA
AC005264.1,1,ENSG00000267551,lncRNA
AC005277.1,2,ENSG00000263707,lncRNA
AC005274.1,1,ENSG00000280168,TEC
AC005277.2,1,ENSG00000277621,lncRNA
AC005280.1,1,ENSG00000251393,lncRNA
AC005280.3,1,ENSG00000285006,lncRNA
AC005281.1,1,ENSG00000225606,lncRNA
AC005280.2,1,ENSG00000284930,lncRNA
AC005288.1,1,ENSG00000266469,lncRNA
AC005291.1,1,unidentified,unidentified
AC005291.2,1,unidentified,unidentified
AC005293.1,1,ENSG00000285555,lncRNA
AC005296.1,2,ENSG00000274923,unprocessed_pseudogene
AC005297.1,2,ENSG00000227511,unprocessed_pseudogene
AC005297.2,2,ENSG00000232644,unprocessed_pseudogene
AC005297.3,2,ENSG00000237171,unprocessed_pseudogene
AC005301.1,2,ENSG00000273244,lncRNA
AC005294.1,2,ENSG00000256835,processed_pseudogene
AC005301.2,1,ENSG00000288024,lncRNA
AC005303.1,2,ENSG00000273098,lncRNA
AC005304.1,2,ENSG00000233852,lncRNA
AC005304.2,1,ENSG00000265494,lncRNA
AC005304.3,2,ENSG00000266744,lncRNA
AC005306.1,1,ENSG00000267283,lncRNA
AC005300.1,1,ENSG00000236325,processed_pseudogene
AC005323.2,2,unidentified,unidentified
AC005324.1,1,ENSG00000233002,lncRNA
AC005324.2,2,ENSG00000233193,lncRNA
AC005307.1,1,ENSG00000260725,lncRNA
AC005324.5,1,ENSG00000266261,lncRNA
AC005324.6,2,ENSG00000267227,processed_pseudogene
AC005324.4,1,ENSG00000255104,protein_coding
AC005323.1,1,unidentified,unidentified
AC005326.1,2,ENSG00000226744,processed_pseudogene
AC005329.1,1,ENSG00000248015,lncRNA
AC005324.3,1,ENSG00000251537,protein_coding
AC005329.2,2,ENSG00000267755,lncRNA
AC005329.3,1,ENSG00000280486,lncRNA
AC005330.1,2,ENSG00000267372,lncRNA
AC005332.1,1,ENSG00000265100,lncRNA
AC005332.2,1,ENSG00000267731,lncRNA
AC005332.3,1,ENSG00000274561,lncRNA
AC005332.5,1,ENSG00000277476,lncRNA
AC005332.4,1,ENSG00000274712,transcribed_unprocessed_pseudogene
AC005332.6,1,ENSG00000278730,lncRNA
AC005332.7,1,ENSG00000278740,lncRNA
AC005336.3,1,ENSG00000279717,TEC
AC005336.2,2,ENSG00000267218,processed_pseudogene
AC005339.1,1,ENSG00000268565,lncRNA
AC005336.1,1,ENSG00000267056,processed_pseudogene
AC005342.1,1,ENSG00000203593,lncRNA
AC005343.1,1,ENSG00000285627,lncRNA
AC005341.1,2,ENSG00000263252,processed_pseudogene
AC005343.4,2,ENSG00000287698,lncRNA
AC005342.2,2,ENSG00000256706,lncRNA
AC005344.1,1,ENSG00000278255,lncRNA
AC005345.1,2,ENSG00000236160,processed_pseudogene
AC005355.1,2,ENSG00000250994,lncRNA
AC005351.1,1,ENSG00000248493,processed_pseudogene
AC005355.2,1,ENSG00000280420,TEC
AC005357.1,2,ENSG00000266906,processed_pseudogene
AC005357.2,2,ENSG00000267623,transcribed_unprocessed_pseudogene
AC005363.1,1,ENSG00000255513,transcribed_processed_pseudogene
AC005363.2,1,ENSG00000277602,lncRNA
AC005377.1,2,ENSG00000270512,processed_pseudogene
AC005379.1,2,ENSG00000267159,lncRNA
AC005358.1,1,ENSG00000227274,lncRNA
AC005381.1,2,ENSG00000267243,lncRNA
AC005387.2,1,ENSG00000269191,lncRNA
AC005391.1,2,ENSG00000275162,lncRNA
AC005392.1,2,ENSG00000227606,lncRNA
AC005383.1,1,ENSG00000275024,lncRNA
AC005387.1,2,ENSG00000268938,lncRNA
AC005392.2,1,ENSG00000231412,lncRNA
AC005389.1,2,unidentified,unidentified
AC005392.3,2,ENSG00000272396,lncRNA
AC005393.1,1,ENSG00000276445,lncRNA
AC005394.1,2,ENSG00000266893,lncRNA
AC005394.2,1,ENSG00000283403,lncRNA
AC005400.1,1,ENSG00000287249,lncRNA
AC005410.1,1,ENSG00000241185,transcribed_processed_pseudogene
AC005410.2,1,ENSG00000266368,lncRNA
AC005412.1,2,ENSG00000264050,processed_pseudogene
AC005414.1,1,ENSG00000285734,lncRNA
AC005476.1,1,ENSG00000259079,processed_pseudogene
AC005477.1,1,unidentified,unidentified
AC005476.2,1,ENSG00000259146,lncRNA
AC005479.1,1,ENSG00000259005,lncRNA
AC005479.2,1,ENSG00000270000,lncRNA
AC005480.1,1,ENSG00000258891,lncRNA
AC005482.1,1,ENSG00000233423,lncRNA
AC005486.1,2,ENSG00000243018,lncRNA
AC005495.1,1,ENSG00000278873,TEC
AC005495.2,2,ENSG00000285931,lncRNA
AC005498.1,2,ENSG00000267224,lncRNA
AC005487.1,1,ENSG00000225647,lncRNA
AC005498.3,1,ENSG00000269696,lncRNA
AC005514.1,2,ENSG00000279599,TEC
AC005481.1,1,ENSG00000222012,lncRNA
AC005515.1,1,ENSG00000226025,transcribed_unprocessed_pseudogene
AC005498.2,1,ENSG00000267421,lncRNA
AC005515.2,2,ENSG00000269460,lncRNA
AC005518.2,2,ENSG00000270634,processed_pseudogene
AC005519.1,1,ENSG00000258559,lncRNA
AC005518.1,1,ENSG00000230190,lncRNA
AC005520.1,2,ENSG00000258653,protein_coding
AC005520.3,1,ENSG00000270140,lncRNA
AC005520.6,3,unidentified,unidentified
AC005520.7,1,unidentified,unidentified
AC005520.5,1,ENSG00000273711,lncRNA
AC005520.2,2,ENSG00000259065,lncRNA
AC005520.4,1,ENSG00000270576,processed_pseudogene
AC005522.1,1,ENSG00000250614,lncRNA
AC005523.1,1,ENSG00000268536,lncRNA
AC005523.2,1,ENSG00000269604,lncRNA
AC005521.1,2,ENSG00000213296,processed_pseudogene
AC005529.1,2,ENSG00000234208,lncRNA
AC005531.1,1,ENSG00000253183,processed_pseudogene
AC005524.1,2,ENSG00000283269,transcribed_unprocessed_pseudogene
AC005532.1,1,ENSG00000230825,lncRNA
AC005534.1,1,ENSG00000224903,lncRNA
AC005537.2,1,unidentified,unidentified
AC005534.2,1,ENSG00000234450,processed_pseudogene
AC005532.2,2,ENSG00000244167,processed_pseudogene
AC005538.2,1,unidentified,unidentified
AC005538.3,1,ENSG00000286059,lncRNA
AC005538.1,2,ENSG00000237581,lncRNA
AC005537.1,2,ENSG00000232006,lncRNA
AC005540.1,1,ENSG00000235852,lncRNA
AC005544.1,2,ENSG00000264491,lncRNA
AC005544.2,2,ENSG00000265664,lncRNA
AC005548.1,1,ENSG00000285541,lncRNA
AC005550.1,2,ENSG00000225974,lncRNA
AC005549.1,2,ENSG00000264990,lncRNA
AC005550.2,1,ENSG00000237070,lncRNA
AC005546.1,1,ENSG00000266897,lncRNA
AC005551.1,2,ENSG00000284638,protein_coding
AC005562.2,2,ENSG00000273609,unprocessed_pseudogene
AC005552.1,2,ENSG00000264174,lncRNA
AC005559.1,2,ENSG00000267036,processed_pseudogene
AC005578.1,1,ENSG00000280247,TEC
AC005580.1,2,ENSG00000267320,lncRNA
AC005586.1,2,ENSG00000240449,lncRNA
AC005562.1,1,ENSG00000214719,lncRNA
AC005586.2,1,ENSG00000261305,lncRNA
AC005592.2,1,ENSG00000287203,lncRNA
AC005593.1,1,ENSG00000279584,TEC
AC005592.1,1,ENSG00000261757,lncRNA
AC005587.1,2,ENSG00000216917,processed_pseudogene
AC005588.1,2,ENSG00000226509,processed_pseudogene
AC005594.1,1,ENSG00000287884,lncRNA
AC005597.1,2,ENSG00000267223,lncRNA
AC005599.1,1,ENSG00000287154,lncRNA
AC005606.2,1,ENSG00000261790,lncRNA
AC005609.1,1,ENSG00000278901,lncRNA
AC005609.3,1,ENSG00000278915,lncRNA
AC005609.4,2,ENSG00000278946,lncRNA
AC005609.2,1,ENSG00000278907,lncRNA
AC005609.5,1,ENSG00000279726,lncRNA
AC005606.1,1,ENSG00000260107,lncRNA
AC005614.1,1,ENSG00000269296,lncRNA
AC005614.2,1,ENSG00000269749,lncRNA
AC005616.1,1,ENSG00000267423,lncRNA
AC005618.1,1,ENSG00000272070,lncRNA
AC005619.1,1,unidentified,unidentified
AC005618.4,1,ENSG00000288095,lncRNA
AC005618.3,1,ENSG00000280026,lncRNA
AC005622.1,1,ENSG00000283525,transcribed_unprocessed_pseudogene
AC005631.1,2,unidentified,unidentified
AC005625.1,2,ENSG00000266963,lncRNA
